timestamp,row_type,event_type,message,occupancy,occupancy_value,total_in,total_out,zone_dwell_door,zone_dwell_waiting,line_orientation,capacity_level
2026-02-16T20:35:51.473+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:52.021+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:52.608+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:53.180+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:53.729+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:54.334+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:54.859+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:55.412+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:55.985+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:56.591+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:57.114+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:57.676+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:58.230+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:58.839+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:59.383+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:35:59.936+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:00.543+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:01.091+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:01.611+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:02.180+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:02.790+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:03.342+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:03.863+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:04.415+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:05.026+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:05.606+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:06.138+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
2026-02-16T20:36:06.751+00:00,snapshot,,,0,0,20,18,168.434,1.955,vertical,none
